product_sku;attribute_name;attribute_value
3323;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/reskal.html
3323;points_forts_0;<ul><li>Détecteur de faux : billets et documents</li><li>Technique de détection par transparence ou reflet</li><li>Mode de détection : UV, lampe blanche 16W</li><li>Niveaux de vérification : 2</li><li>Convient pour vérifier les caractéristiques de sécurité UV des pièces d'identité, permis de conduire, cartes de crédit</li><li>Lumière blanche pour vérifier filigranes, fils métalliques</li><li>Alimentation sur secteur</li></ul>
79363674;technologie_connectivite_0;Filaire
79363674;hauteur_produi;7 cm
79363674;largeur_produit;17.7 cm
79363674;note_environnementale;D
79363674;poids_produit;0.88 kg
79363674;profondeur_produit;23.8 cm
79363674;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/brother.html
79363674;format_batterie;Type AA
79363674;compatibilite_materiel_informatique_0;PC
79363674;type_alimentation_0;Adaptateur secteur
79363674;compatibilite_materiel_informatique_1;Mac
79363674;interface_connectivite_0;USB
79363674;technologie_impression_0;Transfert thermique
79363674;type_reseaux_0;Aucun(e)
79363674;classe_taille_support_0;Autre
79363674;type_article_bureau_0;Imprimante
79363674;type_scanner_0;Aucun(e)
79363674;type_sortie_impression_0;Deux couleurs (monochrome)
79363674;format_0;Portable
79417756;hauteur_produi;8 cm
79417756;largeur_produit;7.5 cm
79417756;note_environnementale;C
79417756;profondeur_produit;20 cm
79417756;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/samsonite.html
79417756;points_forts_0;<ul><li>Toutes les pièces sont polyester (à l'intérieur comme à l'extérieur)</li><li>La collection Disney Ultimate est même conçue sans PVC</li><li>Ce qui vous permet d'opter pour une solution plus écologique lorsque vous achetez vos sacs et bagages</li></ul>
79417756;type_maroquinerie;Trousse
79417756;materiau_maroquinerie_0;Polyester
38340;note_environnementale;C
38340;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/maped.html
38340;points_forts_0;<ul><li>Ciseaux haute précision et sécurité</li><li>Sécurité: étui protège-lames</li><li>Précision: bouts pointus</li></ul>
38340;type_pointe_0;Pointu
38340;type_outil_coupe_0;Ciseaux
384020;note_environnementale;C
384020;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/maped.html
384020;type_pointe_0;Rond
384020;type_outil_coupe_0;Ciseaux
243185;hauteur_produi;7 cm
243185;largeur_produit;22 cm
243185;note_environnementale;X
243185;profondeur_produit;4 cm
243185;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/oxford.html
243185;type_maroquinerie;Trousse
243185;materiau_maroquinerie_0;Polyester
114017;note_environnementale;B
114017;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/agipa.html
114017;points_forts_0;<ul><li>Etiquettes pour passage en imprimante, de qualité Multi Usage</li><li>Tous les formats sont paramétrés dans le logiciel APLI Agipa Soft Pro SE (Insertion de texte, d'image, de code QR...)</li></ul>
114017;categorie_accessoire_0;Supports d'impression
114017;technologie_impression_etiquettes_0;Laser
114017;technologie_impression_etiquettes_1;Jet d'encre
114017;type_supports_etiquettes_0;Étiquettes
114017;couleur_papier;Blanc
114017;diametre_etiquettes;8 mm
114017;taille_support_etiquettes;8 x 20 mm
114019;note_environnementale;B
114019;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/agipa.html
114019;points_forts_0;<ul><li>Etiquettes pour passage en imprimante, de qualité Multi Usage</li><li>Tous les formats sont paramétrés dans le logiciel APLI Agipa Soft Pro SE (Insertion de texte, d'image, de code QR...)</li></ul>
114019;categorie_accessoire_0;Supports d'impression
114019;type_supports_etiquettes_0;Étiquettes
114019;couleur_papier;Blanc
114019;diametre_etiquettes;38.5 mm
114019;taille_support_etiquettes;38.5 x 65 mm
79361967;note_environnementale;B
79361967;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/uprint.html
79361967;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie 3 ans</li><li>Quantité d'encre supérieure ou égale à l'OEM</li><li>Encre de qualité</li><li>Impressions longue durée</li><li>Excellente luminosité: brillance des impressions</li><li>Fidélité dans la reproduction des couleurs: effets naturels</li></ul>
79361967;categorie_accessoire_0;Consommables d'impression
79361967;compatibilite_produit_0;"HP Deskjet 38XX; Fax 1230; Officejet 5110, 720, 72XX, v30; psc 500, 720, 750, 920, 950"
79361967;consommables_inclus_0;Pack de 1
79361967;nombre_pages_imprimables_0;750 pages
79361967;capacite_conso_0;XL
79361967;couleur_article_0;Cyan/magenta/jaune
79361967;type_cartouche_0;Compatible UPrint
79361967;type_consommable_0;Cartouche d'encre
79361967;cartouches_marque;Non
79361967;cartridge_priority_order;1.0
79361967;contenance_ml_0;45 ml
79361967;cartouche_compatible_0;HP 78
79361968;note_environnementale;B
79361968;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/uprint.html
79361968;categorie_accessoire_0;Consommables d'impression
79361968;compatibilite_materiel_informatique_0;PC
79361968;consommables_inclus_0;Pack de 1
79361968;couleur_article_0;Noir
79361968;type_consommable_0;Cartouche d'encre
79361968;contenance_ml_0;40 ml
79361968;cartouche_compatible_0;HP C6614BK
79422527;hauteur_produi;6 cm
79422527;largeur_produit;20 cm
79422527;note_environnementale;X
79422527;poids_produit;35 g
79422527;profondeur_produit;6 cm
79422527;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/bombata.html
79422527;type_maroquinerie;Trousse
401015;note_environnementale;C
401015;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/wonday.html
401015;points_forts_0;<ul><li>Plastique ABS</li><li>Glissière métal</li><li>Sécurité: système autobloquant de lame</li><li>2 lames de rechange dans le manche</li></ul>
401015;type_outil_coupe_0;Cutter rétractable
401015;largeur_lame_0;9.5 mm
401045;note_environnementale;C
401045;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/wonday.html
401045;points_forts_0;<ul><li>Plastique</li><li>Curseur sécurité blocage des lames</li></ul>
401045;type_outil_coupe_0;Cutter rétractable
401045;largeur_lame_0;9.5 mm
79361970;note_environnementale;B
79361970;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/uprint.html
79361970;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie 3 ans</li><li>Quantité d'encre supérieure ou égale à l'OEM</li><li>Encre de qualité</li><li>Impressions longue durée</li><li>Excellente luminosité: brillance des impressions</li><li>Fidélité dans la reproduction des couleurs: effets naturels</li></ul>
79361970;categorie_accessoire_0;Consommables d'impression
79361970;compatibilite_produit_0;HP Deskjet 825c, 825cvr, 840c, 841c, 842c, 843c, 843cxe, 845c, 845cvr
79361970;consommables_inclus_0;Pack de 1
79361970;nombre_pages_imprimables_0;750 pages
79361970;capacite_conso_0;standard
79361970;couleur_article_0;Cyan/magenta/jaune
79361970;type_cartouche_0;Compatible UPrint
79361970;type_consommable_0;Cartouche d'encre
79361970;cartouches_marque;Non
79361970;cartridge_priority_order;1.0
79361970;contenance_ml_0;39 ml
79361970;cartouche_compatible_0;HP 17
79361971;note_environnementale;B
79361971;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/uprint.html
79361971;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie 3 ans</li><li>Quantité d'encre supérieure ou égale à l'OEM</li><li>Encre de qualité</li><li>Impressions longue durée</li><li>Excellente luminosité: brillance des impressions</li><li>Fidélité dans la reproduction des couleurs: effets naturels</li></ul>
79361971;categorie_accessoire_0;Consommables d'impression
79361971;compatibilite_produit_0;"HP Deskjet 450, 55XX; Officejet 6110; Photosmart 7150, 7350, 7550; psc 21XX, 2210"
79361971;consommables_inclus_0;Pack de 1
79361971;nombre_pages_imprimables_0;620 pages
79361971;capacite_conso_0;standard
79361971;couleur_article_0;Noir
79361971;type_cartouche_0;Compatible UPrint
79361971;type_consommable_0;Cartouche d'encre
79361971;cartouches_marque;Non
79361971;cartridge_priority_order;1.0
79361971;contenance_ml_0;25 ml
79361971;cartouche_compatible_0;HP 56
79416048;hauteur_produi;45 cm
79416048;largeur_produit;33 cm
79416048;note_environnementale;X
79416048;profondeur_produit;23 cm
79416048;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/kid-abord.html
79416048;points_forts_0;<ul><li>1 poche avant zippée</li><li>Décors imprimés</li><li>Broderie 3D</li><li>Porte clé</li><li>Ballon en gomme</li><li>Tirettes gomme</li></ul>
79416048;type_maroquinerie;Sac à dos
79416048;materiau_maroquinerie_0;Polyester
79416049;hauteur_produi;45 cm
79416049;largeur_produit;33 cm
79416049;note_environnementale;C
79416049;profondeur_produit;23 cm
79416049;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/kid-abord.html
79416049;points_forts_0;<ul><li>Décors imprimés</li><li>Tirettes gomme</li></ul>
79416049;type_maroquinerie;Sac à dos
79416049;materiau_maroquinerie_0;Polyester 1680D
79428097;hauteur_produi;48.4 cm
79428097;largeur_produit;41.9 cm
79428097;note_environnementale;B
79428097;poids_produit;23 kg
79428097;profondeur_produit;42.7 cm
79428097;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/ricoh.html
79428097;points_forts_0;<ul><li>Capacité papier standard de 600 feuilles qui peut être poussée à 1 600 feuilles</li><li>Démarrage rapide avec préchauffage en 19 secondes et première impression en seulement 6 secondes</li><li>Minuterie de mise sous/hors tension pour réduire les coûts et la consommation d'énergie</li><li>Gestion de grammages compris entre 52 et 162 g/m² pour plus de flexibilité dans la prise en charge des supports</li></ul>
79428097;interface_connectivite_0;Hôte USB
79428097;interface_connectivite_1;Gigabit LAN
79428097;technologie_impression_0;LED
79428097;classe_taille_support_0;A4/Legal
79428097;impression_recto_verso_0;Oui
79428097;type_article_bureau_0;Fax / photocopieur / imprimante / scanner
79428097;type_sortie_impression_0;Monochrome
79428097;interface_connectivite_2;USB 2.0
79428098;note_environnementale;C
79428098;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/ricoh.html
79428098;categorie_accessoire_0;Consommables d'impression
79428098;compatibilite_materiel_informatique_0;PC
79428098;compatibilite_produit_0;Ricoh SP 3600DN, SP 3600SF, SP 3610SF
79428098;consommables_inclus_0;Pack de 1
79428098;nombre_pages_imprimables_0;6000 pages
79428098;capacite_conso_0;XL
79428098;couleur_article_0;Noir
79428098;type_cartouche_0;Marque
79428098;type_consommable_0;Cartouche de toner
79428098;cartouches_marque;Oui
79428098;cartridge_priority_order;3.0
79428100;technologie_connectivite_0;Filaire
79428100;hauteur_produi;38.7 cm
79428100;largeur_produit;40 cm
79428100;note_environnementale;B
79428100;poids_produit;29 kg
79428100;profondeur_produit;48 cm
79428100;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/ricoh.html
79428100;points_forts_0;<ul><li>Impression depuis les applications Ricoh, AirPrint, WiFi Direct</li><li>Large choix d'options papier</li><li>Processeur ultra performation, pour un traitement bien plus rapide des documents volumineux</li><li>Capacité papier élevée et vitesse d'impression de 25 ppm</li><li>Impression couleur 1200 x 1200 dpi</li></ul>
79428100;compatibilite_materiel_informatique_0;Unix
79428100;type_alimentation_0;Alimentation électrique
79428100;compatibilite_materiel_informatique_1;PC
79428100;interface_connectivite_0;USB 2.0
79428100;interface_connectivite_1;Hôte USB
79428100;technologie_impression_0;Laser
79428100;type_reseaux_0;Serveur d'impression
79428100;classe_taille_support_0;A4/Legal
79428100;impression_recto_verso_0;Oui
79428100;type_article_bureau_0;Imprimante
79428100;type_scanner_0;Aucun(e)
79428100;type_sortie_impression_0;Couleur
79428100;interface_connectivite_2;Gigabit LAN
79428100;type_processeur_0;Atom
79428100;fabricant_processeur_0;Intel
79428100;compatibilite_materiel_informatique_2;236069.0
79428100;compatibilite_materiel_informatique_2;Mac
79428100;memoire_installee_0;2 GB
79377230;note_environnementale;C
79377230;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/mca.html
79377231;technologie_connectivite_0;Filaire
79377231;note_environnementale;C
79377231;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377235;technologie_connectivite_0;Sans fil
79377235;note_environnementale;X
79377235;poids_produit;150 g
79377235;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377245;hauteur_produi;10.04 cm
79377245;largeur_produit;7.54 cm
79377245;note_environnementale;C
79377245;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377245;materiaux_produit_0;PET
79377252;note_environnementale;C
79377252;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377252;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79377252;type_maroquinerie;Coque de protection
79363872;note_environnementale;X
79363872;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/oberthur.html
79363872;type_maroquinerie;Cartable
79363872;materiau_maroquinerie_0;Polyester 600D
79361978;note_environnementale;B
79361978;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/uprint.html
79361978;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie 3 ans</li><li>Quantité d'encre supérieure ou égale à l'OEM</li><li>Encre de qualité</li><li>Impressions longue durée</li><li>Excellente luminosité: brillance des impressions</li><li>Fidélité dans la reproduction des couleurs: effets naturels</li></ul>
79361978;categorie_accessoire_0;Consommables d'impression
79361978;compatibilite_produit_0;"HP Officejet 100, 150; Photosmart C4210, C4272, C4340, C4385, C4390, D5360, D5363, D5368"
79361978;consommables_inclus_0;Pack de 1
79361978;nombre_pages_imprimables_0;480 pages
79361978;capacite_conso_0;standard
79361978;couleur_article_0;Cyan/magenta/jaune
79361978;type_cartouche_0;Compatible UPrint
79361978;type_consommable_0;Cartouche d'encre
79361978;cartouches_marque;Non
79361978;cartridge_priority_order;1.0
79361978;contenance_ml_0;21 ml
79361978;cartouche_compatible_0;HP 343
79361979;note_environnementale;B
79361979;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/uprint.html
79361979;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie 3 ans</li><li>Quantité d'encre supérieure ou égale à l'OEM</li><li>Encre de qualité</li><li>Impressions longue durée</li><li>Excellente luminosité: brillance des impressions</li><li>Fidélité dans la reproduction des couleurs: effets naturels</li></ul>
79361979;categorie_accessoire_0;Consommables d'impression
79361979;compatibilite_produit_0;"HP Officejet 63XX, K7100; Photosmart 2575, 2610, 2710, 8050, 8150, 8450, D5160, Pro B8350"
79361979;consommables_inclus_0;Pack de 1
79361979;nombre_pages_imprimables_0;950 pages
79361979;capacite_conso_0;standard
79361979;couleur_article_0;Noir
79361979;type_cartouche_0;Compatible UPrint
79361979;type_consommable_0;Cartouche d'encre
79361979;cartouches_marque;Non
79361979;cartridge_priority_order;1.0
79361979;contenance_ml_0;35 ml
79361979;cartouche_compatible_0;HP C8767
79365993;largeur_produit;21 cm
79365993;note_environnementale;C
79365993;profondeur_produit;14.8 cm
79365993;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/rexel.html
79365993;categorie_accessoire_0;Accessoires de destructeur
79365993;compatibilite_materiel_informatique_0;PC
79367689;technologie_connectivite_0;Filaire
79367689;note_environnementale;C
79367689;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/logitech.html
79367689;points_forts_0;<ul><li>Alimentation USB</li><li>Gestion des câbles</li><li>Commandes simplifiées</li></ul>
79369517;note_environnementale;C
79369517;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/texas-instruments.html
79369517;points_forts_0;<ul><li>Écran à quatre lignes</li><li>Statistiques à une ou deux variables</li><li>L'écran MultiView permet d'afficher plusieurs calculs à la fois</li><li>Sélectionnez degrés/radians, flottant/fixe, modes de notation numérique</li><li>Choisissez parmi trois solveurs : équation numérique, polynôme et système d'équations linéaires</li><li>Affichez une fonction définie sous forme de tableau</li><li>Déterminez la dérivée et l'intégrale numériques des fonctions réelles</li><li>Effectuez vos calculs de vecteurs et de matrices à l'aide d'une fenêtre d'entrée des vecteurs et des matrices</li></ul>
79369517;type_alimentation_0;Pile
79369517;type_alimentation_1;Panneau solaire
79369517;type_calculatrice_0;Calculatrice scientifique
79370221;technologie_connectivite_0;Filaire
79370221;hauteur_produi;5 cm
79370221;largeur_produit;6 cm
79370221;note_environnementale;C
79370221;profondeur_produit;6 cm
79370221;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/ryght.html
79422616;note_environnementale;C
79422616;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/epson.html
79422616;points_forts_0;<ul><li>Réalisez des économies grâce aux cartouches d'encre séparées</li><li>Les encres Epson sont optimisées pour les imprimantes Epson</li></ul>
79422616;categorie_accessoire_0;Consommables d'impression
79422616;compatibilite_produit_0;WorkForce Pro WF-4720, WF-4720DWF, WF-4725DWF, WF-4730, WF-4730DTWF, WF-4740, WF-4740DTWF
79422616;consommables_inclus_0;Pack de 1
79422616;nombre_pages_imprimables_0;900 pages
79422616;capacite_conso_0;standard
79422616;couleur_article_0;Magenta
79422616;type_cartouche_0;Marque
79422616;type_consommable_0;Cartouche d'encre
79422616;cartouches_marque;Oui
79422616;cartridge_priority_order;3.0
79422616;contenance_ml_0;9.1 ml
79422617;note_environnementale;C
79422617;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/epson.html
79422617;points_forts_0;<ul><li>Réalisez des économies grâce aux cartouches d'encre séparées</li><li>Les encres Epson sont optimisées pour les imprimantes Epson</li></ul>
79422617;categorie_accessoire_0;Consommables d'impression
79422617;compatibilite_produit_0;WorkForce Pro WF-4720, WF-4720DWF, WF-4725DWF, WF-4730, WF-4730DTWF, WF-4740, WF-4740DTWF
79422617;consommables_inclus_0;Pack de 1
79422617;nombre_pages_imprimables_0;650 pages
79422617;capacite_conso_0;standard
79422617;couleur_article_0;Jaune
79422617;type_cartouche_0;Marque
79422617;type_consommable_0;Cartouche d'encre
79422617;cartouches_marque;Oui
79422617;cartridge_priority_order;3.0
79422617;contenance_ml_0;9.1 ml
79422618;note_environnementale;C
79422618;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/epson.html
79422618;points_forts_0;<ul><li>Réalisez des économies grâce aux cartouches d'encre séparées</li><li>Les encres Epson sont optimisées pour les imprimantes Epson</li></ul>
79422618;categorie_accessoire_0;Consommables d'impression
79422618;compatibilite_produit_0;WorkForce Pro WF-4720, WF-4720DWF, WF-4725DWF, WF-4730, WF-4730DTWF, WF-4740, WF-4740DTWF
79422618;consommables_inclus_0;Pack de 4
79422618;capacite_conso_0;standard
79422618;couleur_article_0;Noir/cyan/magenta/jaune
79422618;type_cartouche_0;Marque
79422618;type_consommable_0;Cartouche d'encre
79422618;cartouches_marque;Oui
79422618;cartridge_priority_order;3.0
79422619;note_environnementale;C
79422619;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/epson.html
79422619;points_forts_0;<ul><li>Réalisez jusqu'à 30 % d'économies sur l'encre grâce aux cartouches d'encre séparées Epson</li><li>Réduisez vos coûts d'impression avec les cartouches d'encre haute capacité</li><li>Imprimer des textes nets et précis, ainsi que des photos brillantes et de qualité professionnelle.</li></ul>
79422619;categorie_accessoire_0;Consommables d'impression
79422619;compatibilite_produit_0;WorkForce Pro WF-4720, WF-4720DWF, WF-4725DWF, WF-4730, WF-4730DTWF, WF-4740, WF-4740DTWF
79422619;consommables_inclus_0;Pack de 1
79422619;nombre_pages_imprimables_0;2600 pages
79422619;capacite_conso_0;XL
79422619;couleur_article_0;Noir
79422619;type_cartouche_0;Marque
79422619;type_consommable_0;Cartouche d'encre
79422619;cartouches_marque;Oui
79422619;cartridge_priority_order;3.0
79422619;contenance_ml_0;41.2 ml
79422619;compatibles_options_1;79429510.0
79422619;compatibles_options_2;79443359.0
79422619;compatibles_options_3;79422619.0
79422621;note_environnementale;C
79422621;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/epson.html
79422621;points_forts_0;<ul><li>Réalisez jusqu'à 30 % d'économies sur l'encre grâce aux cartouches d'encre séparées Epson</li><li>Réduisez vos coûts d'impression avec les cartouches d'encre haute capacité</li><li>Imprimer des textes nets et précis, ainsi que des photos brillantes et de qualité professionnelle.</li></ul>
79422621;categorie_accessoire_0;Consommables d'impression
79422621;compatibilite_produit_0;WorkForce Pro WF-4720, WF-4720DWF, WF-4725DWF, WF-4730, WF-4730DTWF, WF-4740, WF-4740DTWF
79422621;consommables_inclus_0;Pack de 1
79422621;nombre_pages_imprimables_0;1900 pages
79422621;capacite_conso_0;XL
79422621;couleur_article_0;Jaune
79422621;type_cartouche_0;Marque
79422621;type_consommable_0;Cartouche d'encre
79422621;cartouches_marque;Oui
79422621;cartridge_priority_order;3.0
79422621;contenance_ml_0;20.3 ml
79422621;compatibles_options_1;79443362.0
79422621;compatibles_options_2;79422621.0
79377423;note_environnementale;C
79377423;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377423;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79377423;type_maroquinerie;Étui
62331;note_environnementale;B
62331;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/exacompta.html
62331;points_forts_0;<ul><li>Listing 80g/m2 Clairalfa qualité Premium pour de belles impressions format A4+ continues et en masse</li><li>Microperforations 4 côtés pour faciliter le déchirement et obtenir des feuilles imprimées propres</li></ul>
62331;categorie_accessoire_0;Supports d'impression
62331;type_supports_etiquettes_0;Papier en accordéon
62331;diametre_etiquettes;240 mm
62331;grammage;80 g/m2
62331;taille_support_etiquettes;240 x 296.3 mm
62331;compatibilite_materiel_informatique_0;PC
79364557;note_environnementale;D
79364557;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/quo-vadis.html
79364557;type_maroquinerie;Sac
79376729;note_environnementale;D
79376729;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/belkin.html
79377228;note_environnementale;C
79377228;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377228;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79377228;type_maroquinerie;Sac étui
79377232;note_environnementale;C
79377232;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377232;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79377232;type_maroquinerie;Sac étui
62413;note_environnementale;B
62413;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/exacompta.html
62413;points_forts_0;<ul><li>Les feuilles de listing autocopiantes blanc</li><li>Bandes Caroll détachables</li></ul>
62413;categorie_accessoire_0;Supports d'impression
62413;type_supports_etiquettes_0;Papier en accordéon 3 couches
62413;taille_support_etiquettes;240 x 279 mm
62413;compatibilite_materiel_informatique_0;PC
402918;note_environnementale;C
402918;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/wonday.html
402918;points_forts_0;<ul><li>Ergonomique</li><li>Dure longtemps</li></ul>
79377326;note_environnementale;C
79377326;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377326;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79377326;type_maroquinerie;Housse
79377397;note_environnementale;C
79377397;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377397;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79377397;type_maroquinerie;Housse
79377398;note_environnementale;C
79377398;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377398;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79377398;type_maroquinerie;Housse
79377418;note_environnementale;C
79377418;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/muvit.html
79377418;utilisation_recommandee_maroquinerie_0;Pour tablette
79377418;type_maroquinerie;Étui
79377418;materiau_maroquinerie_0;Polyuréthane
79380905;note_environnementale;C
79380905;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/cremieux.html
79380905;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79380905;type_maroquinerie;Housse
79380905;materiau_maroquinerie_0;Polyuréthane
40510;note_environnementale;C
40510;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/exacompta.html
40510;points_forts_0;<ul><li>Bobines pour machines à calculer et caisses</li><li>Pli offset extra-blanc</li></ul>
40510;categorie_accessoire_0;Supports d'impression
40510;type_supports_etiquettes_0;Papier offset
40510;diametre_etiquettes;57 mm
40510;grammage;64 g/m2
40510;taille_support_etiquettes;Rouleau (5,7 cm x 44 m)
40510;compatibilite_materiel_informatique_0;PC
40510;diametre_exterieur_max_rouleau_0;70 mm
40510;laize_mm_0;57 mm
40510;diametre_mandrin_0;12 mm
40510;longueur_m_0;47 m
79380186;note_environnementale;C
79380186;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/epson.html
79380186;points_forts_0;<ul><li>Réalisez des économies grâce aux cartouches d'encre séparées</li><li>Les encres Epson sont optimisées pour les imprimantes Epson</li></ul>
79380186;categorie_accessoire_0;Consommables d'impression
79380186;compatibilite_produit_0;Expression Premium XP-510, 520, 600, 605, 610, 615, 620, 625, 700, 710, 720, 800, 810, 820
79380186;consommables_inclus_0;Pack de 1
79380186;nombre_pages_imprimables_0;300 pages
79380186;capacite_conso_0;standard
79380186;couleur_article_0;Magenta
79380186;type_cartouche_0;Marque
79380186;type_consommable_0;Cartouche d'encre
79380186;cartouches_marque;Oui
79380186;cartridge_priority_order;3.0
79380186;contenance_ml_0;4.5 ml
79380187;note_environnementale;D
79380187;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/epson.html
79380187;points_forts_0;<ul><li>Réalisez des économies grâce aux cartouches d'encre séparées</li><li>Les encres Epson sont optimisées pour les imprimantes Epson</li></ul>
79380187;categorie_accessoire_0;Consommables d'impression
79380187;compatibilite_produit_0;Expression Premium XP-510, 520, 600, 605, 610, 615, 620, 625, 700, 710, 720, 800, 810, 820
79380187;consommables_inclus_0;Pack de 1
79380187;nombre_pages_imprimables_0;300 pages
79380187;capacite_conso_0;standard
79380187;couleur_article_0;Jaune
79380187;type_cartouche_0;Marque
79380187;type_consommable_0;Cartouche d'encre
79380187;cartouches_marque;Oui
79380187;cartridge_priority_order;3.0
79380187;contenance_ml_0;4.5 ml
79416060;hauteur_produi;42 cm
79416060;largeur_produit;30 cm
79416060;note_environnementale;C
79416060;profondeur_produit;16 cm
79416060;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/kid-abord.html
79416060;points_forts_0;<ul><li>1 poche avant zippée</li><li>Décor imprimé</li><li>Patch feutrine floqué</li><li>Etiquette tissée</li><li>Tirettes en gomme</li></ul>
79416060;type_maroquinerie;Sac à dos
79416060;materiau_maroquinerie_0;Polyester
79416061;hauteur_produi;7 cm
79416061;largeur_produit;22 cm
79416061;note_environnementale;C
79416061;profondeur_produit;7 cm
79416061;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/kid-abord.html
79416061;points_forts_0;<ul><li>Décors imprimés</li><li>Patch cœur</li><li>Etiquette tissée</li><li>Tirettes en gomme</li></ul>
79416061;type_maroquinerie;Trousse
79416061;materiau_maroquinerie_0;Polyester
79416063;hauteur_produi;42 cm
79416063;largeur_produit;30 cm
79416063;note_environnementale;C
79416063;profondeur_produit;16 cm
79416063;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/kid-abord.html
79416063;points_forts_0;<ul><li>1 poche avant zippée</li><li>Décor imprimé</li><li>Patch imprimé</li><li>Etiquette tissée</li><li>Tirettes en gomme</li></ul>
79416063;type_maroquinerie;Sac à dos
79416063;materiau_maroquinerie_0;Polyester
79377552;technologie_connectivite_0;Filaire
79377552;note_environnementale;X
79377552;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/sennheiser.html
79377552;points_forts_0;<ul><li>Ces écouteurs ont été développés pour les dernières générations d'iPod, d'iPhone et d'iPad</li><li>Télécommande intégrée pratique et intuitive</li><li>Une isolation efficace</li><li>Ressentez la pulsation de la musique</li><li>Un confort optimum</li></ul>
79377552;type_alimentation_0;Aucun
79377553;technologie_connectivite_0;Filaire
79377553;note_environnementale;X
79377553;poids_produit;163 g
79377553;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/sennheiser.html
