promo_id;product_sku;reference_price;discount_value
FR_reduction_de_prix_sumup_1757671604037;405121694;94.99;47.0
FR_reduction_de_prix_sumup_1757671604037;405158400;129.99;50.0
FR_reduction_de_prix_sumup_1757671604037;405187513;349.99;29.0
FR_reduction_de_prix_sumup_1757671604037;405233027;39.99;50.0
FR_reduction_de_prix_sumup_1757671604037;405239723;49.99;50.0
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-MAGASIN;405152956;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-MAGASIN;405260499;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-MAGASIN;405260498;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-MAGASIN;405260500;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-MAGASIN;79415007;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-MAGASIN;405260496;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-MAGASIN;405260495;;
MEA-CARTONS-PAPIER-JETUP-PARCOURS-MAGASIN;405260497;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE;405152956;;
MEA-CARTONS-PAPIER-PRIX-MINI-PARCOURS-TERRITOIRE;405260499;;
